cod,desc,cant,estante,nivel,costo_unitario
6014,CINTA CELOFAN TRANSPARENTE 12X33,0,,,
6015,CINTA DIUREX 12MM X 10 MTS,11,,,
6016,MO�O MAGICO MATE MEDIANO,,,,
6017,PAPEL REGALO METALICO,86,,,
6019,PAPEL DE CHINA PICADO,0,,,
6020,MO�O CHICO DECORADO,,,,
6021,MO�O MEDIANO DECORADO,8,,,
6022,CILINDRO CHICO C/ACETATO,,,,
6024,MO�O GDE. DECORADO,6,,,
6027,DULCERO DECORADO SINGLE CHICO,,,,
6028,DULCERO DECORADO SINGLE GRANDE,99,,,
6029,PORTARETRATO SINGLE S/ DECORAR,1,,,
6030,PORTARETRATO SINGLE DECORADO,,,,
6031,COFRE CORRUGADO GRANDE DECORADO,,,,
6032,COFRE MEDIANO SINGLE DECORADO,3,,,
6033,COFRE GRANDE DEC SINGLE,7,,,
6037,BOLSA PAPEL KRAFT MINI-MINI MED. 6 X3.5 X 8,28,,,
6043,BOLSA PAPEL KRAFT P/BOTELLA C/OJILLO,,,,
6047,CUBO CORRUGADO 30X30 DECORADO,,,,
6049,CORAZON CHICO CORRUGADO,3,,,
6050,CORAZON MEDIANO CORRUGADO,2,,,
6051,CORAZON GDE CORRUGADO,,,,
6061,BOLSA CHICA DISNEY,,,,
6062,BOLSA MEDIANA DISNEY,,,,
6063,BOLSA GRANDE DISNEY,,,,
6081,CILINDRO MEDIANO ACETATO,4,,,
6086,CILINDRO JUMBO DE ACETATO,,,,
6087,CILINDRO GDE ACETATO,2,,,
6088,CILINDRO DE ACETATO P/ CORONA,9,,,
6089,BOLO ACETATO MEDIDA 11.5X10,2,,,
6090,CILINDRO MINI CORRUGADO,,,,
6091,CILINDRO CHICO CORRUGADO,,,,
6092,CILINDRO MEDIANO CORRUGADO,,,,
6093,CILINDRO GRANDE CORRUGADO,,,,
6094,CILINDRO JUMBO CORRUGADO,13,,,
6095,CILINDRO PETITE MICRO,1,,,
6096,CILINDRO ACETATO MINI,8,,,
6097,CILINDRO JOYERO DE ACETATO,6,,,
6098,CILINDRO ACETATO PETIT,30,,,
6102,CILINDRO JOYERO MICRO 7.8X6.5,,,,
6106,CILINDRO GDE DEC NAVIDE�O CORRUGADO,,,,
6107,CILINDRO JUMBO DEC NAVIDE�O CORRUGADO,,,,
6108,BOLO DE ACETATO C/TIRA PINTADA,16,,,
6110,CILINDRO DE ACETATO P/TOCADO,25,,,
6118,CILINDRO JOYERO COLOR,,,,
6119,CAJA SOMBRERO MED SINGLE,,,,
6120,CAJA SOMBRERO GRANDE SINGLE,1,,,
6121,CAJA HEXAGONO CHICO CORRUGADO,3,,,
6122,CAJA HEXAGONO MEDIANO CORRUGADO,3,,,
6123,CAJA HEXAGONO GRANDE CORRUGADO,7,,,
6124,CAJA CH OVALO CORRUGADO,1,,,
6125,CAJA MED OVALO CORRUGADO,,,,
6126,CAJA GDE OVALO CORRUGADO,,,,
6127,ESTRELLA CH CORRUGADO,,,,
6128,ESTRELLA GDE CORRUGADO,,,,
6129,CAJA HEXAGONO CHICO DECORADO CORRUGADO,,,,
6130,CAJA HEXAGONO MEDIANO DECORADO CORRUGADO,,,,
6131,CAJA HEXAGONO GRANDE DECORADO CORRUGADO,,,,
6132,CAJA CH OVALADA DEC CORRUGADO,,,,
6133,CAJA MED OVALADA DEC CORRUGADO,,,,
6134,CAJA GDE OVALADA DEC CORRUGADO,,,,
6135,CASITA DECORADA T/ OCASION,,,,
6136,ESTRELLA JUMBO CORRUGADO,,,,
6137,CUBO CORRUGADO 30X30 SIN DEC,,,,
6138,COFRE JUMBO DECORADO CORRUGADO,1,,,
6139,CAJA MANZANA CHICA CORRUGADO,,,,
6140,CAJA MANZANA GRANDE CORRUGADO,,,,
6141,CILINDRO PETIT DECORADO CORRUGADO T/O,,,,
6142,CILINDRO MINI DECORADO CORRUGADO T/O,,,,
6143,CILINDRO CHICO DECORADO CORRUGADO T/O,,,,
6144,CILINDRO MEDIANO DECORADO CORRUGADO T/O,,,,
6145,CILINDRO GRANDE DECORADO CORRUGADO T/O,,,,
6146,CILINDRO JUMBO DECORADO CORRUGADO T/O,,,,
6147,CILINDRO BOTELLA DE ACDETATO DECORADA,,,,
6148,CILINDRO BOTELLA CORRUGADO DECORADO,,,,
6149,CAJA CHOLATERA DECORADA,,,,
6150,CILINDRO SORPRESA DECORADO,,,,
6151,CAJA DOMINO CORRUGADO,,,,
6152,CAJA BARAJA CORRUGADO,,,,
6153,CAJA DADO CHICO CORRUGADO,,,,
6154,CAJA DADO GRANDE CORRUGADO,,,,
6155,CAJA MARIPOSA GRANDE CORRUG DEC,,,,
6156,CAJA MARIPOSA CHICA CORRUG DEC,,,,
6157,CAJA FLOR GRANDE CORRUG DEC,,,,
6158,CAJA FLOR CHICA CORRUG DEC,1,,,
6163,CORAZON GRANDE DE ALTURA DE 15CM CORRUGADO,6,,,
6164,TARJETA DE CORRUGADO 14 DE FEB,,,,
6165,CORAZON CORRUGADO CON VENTANA 29X21X6,8,,,
6165CB,CORAZON CORRUGADO BLANCO CON VENTANA 29X21X6,,,,
6166,CILINDRO GRANDE DE 15CM DE ALTURA 14 FEB,,,,
6201,CAJA PARA GALLO MED. 50X15X43,,,,
6203,CONTENEDOR CHICO MED.40X40X47,4,,,
6204,CONTENEDOR GRANDE MED.40X40X92,7,,,
6205,CAJA CUADRO CHICO MED.45.5X38X4.5,13,,,
6206,CAJA CUADRO GDE. MED.62X55X5,3,,,
6207ÑA,JUGUETERO CH IMPRESO NI�A MED 40X40X47,,,,
6207ÑO,JUGUETERO CH IMPRESO MED NI�O 40X40X48,2,,,
6208,CONTENEDOR ECOLOGICO,,,,
6209,CASITA BLANCA CORRUGADA MEDIDA 1.14X.84X1.28,,,,
6210,AVIONCITO MEDIDA 1.00X.50cm,1,,,
6211,ESTUFA EN CORRUG KRAFT 45X30X56cm,,,,
6212,CARRITO EN CORRUG KRAFT 100X35X60cm,1,,,
6213,COHETE EN CORRUG KRAFT 80X70X130cm,,,,
6214,JUEGO DE VINIL PARA ESTUFA 60X55cm,,,,
6215,JUEGO DE VINIL PARA CARRITO 90X57cm,,,,
6216,JUEGO DE VINIL PARA COHETE 87X65cm,,,,
6301,EXHIBIDOR DE CARTON MEDIDA 1.02X31X1.49,1,,,
6307,PINO CORRUGADO ENSAMBLABLE MEDIDA 54X61,30,,,
6308,PINO CORRUGADO CON ESTRELLA ENSAMBLABLE MEDIDA 45X68,,,,
6309,CILINDRO BASTONES CHICO,,,,
6310,CENTRO DE MESA CHICO SINGLE RENO NAVIDE�O,,,,
6311,CENTRO DE MESA GRANDE SINGLE RENO,,,,
6312,CENTRO DE MESA CHICO PLANO SINGLE RENO,,,,
6313,CENTRO DE MESA GRANDE PLANO SINGLE RENO,,,,
6314,CAJA PING�INO CORRUGADO,,,,
6315,CAJA CAMPANA CORRUGADO,,,,
6316,CAJA GALLETA JENGIBRE CORRUGADO,,,,
6317,CAJA PINO CHICO DECORADO NAVIDE�O,,,,
6318,CAJA CORRUGADO DECORADA NAVIDE�O MED 30X30X20,,,,
6319,CAJA PINO GRANDE MICRO DECORADO NAVIDE�A,,,,
6320,CAJA MONO DE NIEVE MICRO NAVIDE�O,,,,
6321,CAJA BOTA MICRO NAVIDE�A,,,,
6322,CAJA BASTON MICRO NAVIDE�A,,,,
6323,COFRE JUMBO CORRUG DEC NAVIDE�O,,,,
6324,CILINDRO BOTELLA DE ACETATO DECORADO NAV,,,,
6325,CILINDRO BOTELLA CORRUGADO DECORADO NAVIDE�O,,,,
6326,CAJA CHOCOLATERA DECORADA NAV Y MO�O,,,,
6327,CILINDRO SORPRESA CORRUGADO DECORADO NAVIDE�A,,,,
6328,CILINDRO CORRUGADO CARA DE RENO NAV,,,,
6329,CILINDRO CORRUGADO VELA NAVIDE�A,1,,,
6330,CAJA HEXAGONO CHICA DECORADO NAVIDE�A CORRUGADO,,,,
6331,CAJA HEXAGONO MEDIANO DECORADO NAVIDE�A CORRUG,,,,
6332,CAJA HEXAGONO GRANDE DECORADO NAVIDE�A CORRUG,,,,
6333,CAJA OVALO CH DEC NAVIDE�O,,,,
6334,CAJA OVALO MED DEC NAVIDE�O,,,,
6335,CAJA OVALO GDE DEC NAVIDE�O,,,,
6336,COFRE GRANDE DEC NAVIDAD SINGLE,,,,
6349,DULCERO CHICO SANTA,,,,
6350,CILINDRO MEDIANO PINTADO NAVIDE�O SANTA CLAUS,,,,
6351,CILINDRO GRANDE PINTADO NAVIDE�O SANTA CLAUS,,,,
6352,CILINDRO JUMBO PINTADO NAVIDE�O SANTA CLAUS,,,,
6353,CUBO COPOS 20X20 MICRO KRAFT,,,,
6354,CUBO COPOS 30X30 MICRO KRAFT,0,,,
6355,CUBO COPOS 40X40 MICRO KRAFT,,,,
6360,CASITA DECORADA NAVIDE�A,,,,
6361,CAJA SOMBRERO MED DECORADO NAVIDE�O,,,,
6375,ER 13 PINGUINO NAVIDAD,9,,,
6376,ER 11 ESPECIAL HOJAS NAVIDAD,0,,,
6377,ER 06 HOJAS NAVIDAD,0,,,
6378,CAJA VIZCAINO JOY PEACE LOVE,15,,,
6379,ALMOHADA GRANDE KRAFT PINOS BLANCOS,0,,,
6380,MALETIN MICRO COPOS VENADO,0,,,
6381A,CAJA TIPO SOBRE YOURS ROMBOS NAV AZUL,,,,
6381R,CAJA TIPO SOBRE YOURS ROMBOS NAV ROJO,0,,,
6382A,ALMOHADA CON ASA ESTRELLA NAV AZUL,,,,
6382R,ALMOHADA CON ASA ESTRELLA NAV ROJA,0,,,
6382V,ALMOHADA CON ASA ESTRELLA NAV VERDE,,,,
6383D,LONCHERA MED. COLLAGE NAV. DORADO,12,,,
6383P,LONCHERA MED. COLLAGE NAV. PLATA,14,,,
6383R,LONCHERA MED. COLLAGE NAV. ROJA,2,,,
6384,CAJA KRAFT PINO BLANCO TAPA INTEGRADA,,,,
6385,COFRE MED DEC NAVIDE�O SINGLE,,,,
6386,COFRE GRANDE DEC NAVIDE�O CORRUGADO,,,,
6387,PORTARETRATO DEC NAVIDE�O SINGLE,,,,
6388,MO�O MEDIANO METALICO 100 PZAS,,,,
6389,MO�O GRANDE METALICO 50 PZAS,,,,
6391,"BOLSA BOND CHICA FROSTY,PEREGRINOS, JOY",,,,
6392,"BOLSA BOND MEDIANA FROSTY,PEREGRINOS,JOY",,,,
6393,"BOLSA BOND GRANDE FROSTY,PEREGRINOS,JOY",,,,
6394,"BOLSA BOND JUMBO FROSTY,PEREGRINOS,JOY",,,,
6395,"BOLSA BOND MINI FROSTY,PEREGRINOS,JOY",,,,
6399,"BOLSA BOND TOWNER FROSTY,PEREGRINOS,JOY",,,,
6401,BOLSA MINI GOS NAVIDE�A,,,,
6402,BOLSA CHICA Y BETZY GOS NAVIDE�A,,,,
6403,BOLSA MEDIANA Y BOUTIQUE GOS NAVIDE�A,,,,
6404,BOLSA TOTE GOS NAVIDE�A,,,,
6405,BOLSA GRANDE GOS NAVIDE�A,,,,
6406,BOLSA TOWNER GOS NAVIDE�A,,,,
6407,BOLSA PARA BOTELLA GOS NAVIDE�A,,,,
6408,BOLSA P/BOTELLA KRAFT Y SATINADA NAVIDE�A,7,,,
6409,PAPEL DE CHINA IMPRESO NAVIDE�O,6,,,
6410,BOLSA CHICA DISNEY NAVIDE�A,,,,
6411,BOLSA MEDIANA DISNEY NAVIDE�A,,,,
6412,BOLSA GRANDE DISNEY NAVIDE�A,,,,
6413,BOLSA SATINADA MINI NAVIDE�A,,,,
6414,BOLSA SATINADA CHICA NAVIDE�A,,,,
6415,BOLSA SATINADA MEDIANA NAVIDE�A,17,,,
6416,BOLSA SATINADA GRANDE NAVIDE�A,4,,,
6417,BOLSA SATINADA JUMBO NAVIDE�A,,,,
6418,BOLSA GIGANTE SATINADA NAVIDE�A,,,,
6419,BOLSA SATINADA XXL NAVIDE�A,5,,,
6420,BOLSA SATINADA BOUTIQUE CHICA NAVIDE�A,,,,
6421,BOLSA SATINADA BOUTIQUE MEDIANA  NAVIDAD,,,,
6422,BOLSA SATINADA BOTELLA NAVIDAD,1,,,
6425,PAPEL COUCHE NAVIDENO,144,,,
6426,PAPEL DISNEY NAVIDE�O,3,,,
6427,PAPEL KRAFT NAVIDE�O,,,,
6428,PAPEL METALICO NAVIDE�O,,,,
6429,PAPEL HOLOGRAMA,21,,,
6430,PAPEL GOFRADO,0,,,
6431NAV,CAJA VIZCAINO NAVIDAD,,,,
6431R,CAJA VIZCAINO ROJA,,,,
6431V,CAJA VIZCAINO VERDE NAVIDAD,,,,
6432,LONCHERA NAVIDE�A CARA DE NIEVE,,,,
6433,CASITA CAPLE NAVIDE�A,0,,,
6434,ER-06 FROSTY,,,,
6435,CUBO CONTRAENCOLADO 30X30 COPOS,,,,
6436A,CUBO CONTRAENCOLADO 13X13 AZUL NAVIDE�O,,,,
6436R,CUBO CONTRAENCOLADO 13X13 ROJO NAVIDE�O,,,,
6437A,CUBO CONTRAENCOLADO 20X20 AZUL NAVIDE�O,,,,
6437R,CUBO CONTRAENCOLADO 20X20 ROJO NAVIDE�O,,,,
6438,MO�O MINI METALICO,0,,,
6439,ER 11 ESPECIAL RENOS,,,,
6440A,ER 06 PINO DORADO AZUL,,,,
6440R,ER 06 PINO DORADO ROJA,,,,
6440S,ER 06 SANTA STOP NAVIDE�A,17,,,
6440V,ER 06 PINO DORADO VERDE,,,,
6441,"ER 13 PINO DORADO, ROJO Y VERDE",4,,,
6441A,ER 13 PINO DORADO AZUL,,,,
6441PR,ER 13 PINO ROJO NVA,,,,
6441PV,ER 13 PINO VERDE NVA,,,,
6441R,ER 13 PINO DORADO ROJO,,,,
6441V,ER 13 PINO DORADO VERDE,,,,
6441VEN,ER 13 VENADO NAVIDAD,,,,
6442,CAJA HAPPY DAY NAVIDAD,12,,,
6442R,ER 13 FELIZ NAVIDAD ROJA,,,,
6442V,ER 13 FELIZ NAVIDAD VERDE,,,,
6443,CAJA MULTIUSOS NAVIDAD,0,,,
6443J,MULTIUSOS JOY PEACE LOVE,,,,
6443P,MULTIUSOS PEEKING CHRISTMAS,2,,,
6444P,LONCHERA MINI PLATA NAVIDAD,0,,,
6444R,LONCHERA MINI ROJO NAVIDAD,1,,,
6444ROSA,LONCHERA MINI ROSA NAVIDAD,,,,
6444S,LONCHERA MINI NAVIDE�A SANTA,,,,
6444V,LONCHERA MINI VERDE NAVIDAD,,,,
6445D,LONCHERA MEDIANA DULCE NAV,13,,,
6445R,LONCHERA MEDIANA RENOS NAV,17,,,
6445S,LONCHERA MEDIANA SANTA CARAS NAV,0,,,
6446A,BOLSA MEDIANA SULFATADA AZUL NAVIDE�A,26,,,
6446E,BOLSA MEDIANA SULFATADA ESFERA NAVIDE�A,,,,
6446L,BOLSA MEDIANA SULFATADA LILA NAVIDE�A,,,,
6446R,BOLSA MEDIANA SULFATADA ROJA NAVIDE�A,,,,
6448,DULCERA MEDIANA NAVIDE�A,3,,,
6449B,DULCERA BOTA,0,,,
6449BASTON,DULCERA BASTON KRAFT,2,,,
6449BK,DULCERA BOTA KRAFT,0,,,
6449P,DULCERA PINO,0,,,
6449PK,DULCERA PINO KRAFT,0,,,
6450,MO�O DECORADO MED. NAVIDE�O,0,,,
6451,MO�O DECORADO GDE. NAVIDE�O,0,,,
6452,ALMOHADA GRANDE NAVIDE�A HO HO HO,,,,
6453,DULCERA PING�INO NAVIDE�A,,,,
6454,PELUCHERA MEDIANA CAPLE NAVIDE�A,0,,,
6454M,PELUCHERA MEDIANA MONOS DE NIEVE EN MEDIDA 20X13X28,14,,,
6455,PELUCHERA MEDIANA RENO NAVIDE�A,9,,,
6456,CAJA VIZCAINO RENO,7,,,
6457,ER 13 OH CHRISTMAS TREE,18,,,
6458,ALMOHADA TIPO BOLSA NAVIDE�A,9,,,
6459,CUBO ESFERAS,0,,,
6460,ALMOHADA MEDIANA SANTA AZUL,0,,,
6460M,ALMOHADA MEDIANA MERRY CRISTMAS,,,,
6460R,ALMOHADA MEDIANA SANTA ROJA,9,,,
6460T,ALMOHADA MEDIANA TE AMO,23,,,
6461,ALCANCIA RENO,,,,
6462,ALCANCIA SANTA,,,,
6463,LONCHERA MED RENO FELIZ NAVIDAD,,,,
6464,CASITA KRAFT NAVIDE�A,20,,,
6465,"BOLSA KRAFT IMP MINI NAV WISHES,VISPERA,NOCHEDEPAZ,TRADICION",,,,
6466,"BOLSA KRAFT IMP CHICA NAV WISHES,VISPERA,NOCHEDEPAZ,TRADICIO",,,,
6467,"BOLSA KRAFT IMP MEDIANA NAV WISHES,VISPERA,NOCHEDEPAZ,TRADIC",,,,
6468,"BOLSA KRAFT IMP GRANDE NAV WISHES,VISPERA,NOCHEDEPAZ,TRADICI",,,,
6469,"BOLSA KRAFT IMP JUMBO NAV WISHES,VISPERA,NOCHEDEPAZ,TRADICIO",,,,
6470,BOLSA KRAFT IMPRESA TOWNER NAVIDE�A,,,,
6474,CUBO 30X30 MERRY CHISTMAS,,,,
6475,CUBO SURPRISE NAVIDE�O 21x21x21cm,0,,,
6476,BOLSA EUROPA GRANDE NAVIDE�A,,,,
6482,LONCHERA COPOS NAV,0,,,
6486,LONCHERA EXTRAMINI NAVIDE�A SANTA,0,,,
6487,PALOMITA NAVIDE�A GRANDE,24,,,
6488,PALOMITA NAVIDE�A MEDIANA,13,,,
6489,PALOMITAS NAVIDE�A CHICA,1,,,
6490AN,BOLSA EUROPA MEDIANA ARBOL NAVIDE�O EN MEDIDA 31X12X36,15,,,
6490K,BOLSA EUROPA MEDIANA NAVIDE�A KRAFT EN MEDIDA 31X12X36,0,,,
6491AN,BOLSA EUROPA CHICA NAVIDE�A ROJO CON VERDE EN MEDIDA 31X12X3,,,,
6491K,BOLSA EUROPA NAVIDE�A CHICA KRAFT,0,,,
6492,DULCERA NAVIDE�A CUP CAKE,,,,
6493R,CAJA CON MO�O NAVIDE�A ROJA,,,,
6493V,CAJA CON MO�O NAVIDE�A VERDE,6,,,
6494,DULCERA RENO NAVIDE�A,5,,,
6495B,MU�ECA GRANDE NAVIDE�A BUHO,16,,,
6495S,MU�ECA GRANDE NAVIDE�A SANTA,8,,,
6496,DULCERA ESPECIAL ESFERA Y RENO NAVIDE�A,31,,,
6497,LONCHERA ECO NAVIDE�A,36,,,
6498,PELUCHERA GRANDE JENGIBRE EN MEDIDA 29X19X38,9,,,
6499,LONCHERA GRANDE RENO Y ESFERAS EN MEDIDA 21.5X13X14,,,,
6501,"BOLSA SATINADA MINI GLOBOS,FLORES,DULCEBABY,PASAJES,EMPRESAR",,,,
6502,"BOLSA SATINADA CHICA GLOBOS,FLORES,DULCEBABY,PASAJES,EMPRESA",,,,
6503,"BOLSA SATINADA MEDIANA GLOBOS,FLORES,DULCEBABY,PASAJES,EMPRE",,,,
6504,"BOLSA SATINADA GRANDE GLOBOS,FLORES,DULCEBABY,PASAJES,EMPRES",,,,
6505,"BOLSA SATINADA JUMBO GLOBOS,FLORES,DULCEBABY,PASAJES,EMPRESA",,,,
6506,BOLSA SATINADA TOWNER,,,,
6507,BOLSA SATINADA GIGANTE,,,,
6511,"BOLSA KRAFT IMPRESA MINI PARTY,PICCOLO,PETALOS,LUV,CORAZONES",,,,
6512,"BOLSA KRAFT IMPRESA CHICA PARTY,PICCOLO,PETALOS,LUV,CORAZONE",,,,
6513,"BOLSA KRAFT IMPRESA MEDIANA PARTY,PICCOLO,PETALOS,LUV,CORAZO",,,,
6514,"BOLSA KRAFT IMPRESA GRANDE PARTY,PICCOLO,PETALOS,LUV,CORAZON",,,,
6515,"BOLSA KRAFT IMPRESA JUMBO PARTY,PICCOLO,PETALOS,LUV,CORAZONE",,,,
6516,BOLSA KRAFT IMPRESA TOWNER,,,,
6520HA,BOLSA MINI KRAFT HORIZONTAL AZUL,,,,
6520HR,BOLSA MINI KRAFT HORIZONTAL ROJO,,,,
6520HV,BOLSA MINI KRAFT HORIZONTAL VERDE,,,,
6520VA,BOLSA MINI KRAFT VERTICAL AZUL,,,,
6520VR,BOLSA MINI KRAFT VERTICAL ROJO,,,,
6520VV,BOLSA MINI KRAFT VERTICAL VERDE,,,,
6521HA,BOLSA CHICA KRAFT HORIZONTAL AZUL,14,,,
6521HR,BOLSA CHICA KRAFT HORIZONTAL ROJO,17,,,
6521HV,BOLSA CHICA KRAFT HORIZONTAL VERDE,8,,,
6521VA,BOLSA CHICA KRAFT VERTICAL AZUL,21.91,,,
6521VR,BOLSA CHICA KRAFT VERTICAL ROJO,28,,,
6521VV,BOLSA CHICA KRAFT VERTICAL VERDE,14,,,
6522HA,BOLSA MEDIANA KRAFT HORIZONTAL AZUL,22,,,
6522HR,BOLSA MEDIANA KRAFT HORIZONTAL ROJO,20,,,
6522HV,BOLSA MEDIANA KRAFT HORIZONTAL VERDE,11,,,
6522VA,BOLSA MEDIANA KRAFT VERTICAL AZUL,20,,,
6522VR,BOLSA MEDIANA KRAFT VERTICAL ROJO,17,,,
6522VV,BOLSA MEDIANA KRAFT VERTICAL VERDE,9,,,
6523HA,BOLSA GRANDE KRAFT HORIZONTAL AZUL,27,,,
6523HR,BOLSA GRANDE KRAFT HORIZONTAL ROJO,28,,,
6523HV,BOLSA GRANDE KRAFT HORIZONTAL VERDE,17,,,
6523VA,BOLSA GRANDE KRAFT VERTICAL AZUL,28,,,
6523VR,BOLSA GRANDE KRAFT VERTICAL ROJO,14,,,
6523VV,BOLSA GRANDE KRAFT VERTICAL VERDE,9,,,
6524HA,BOLSA JUMBO KRAFT HORIZONTAL AZUL,20,,,
6524HR,BOLSA JUMBO KRAFT HORIZONTAL ROJO,,,,
6524HV,BOLSA JUMBO KRAFT HORIZONTAL VERDE,,,,
6524VA,BOLSA JUMBO KRAFT VERTICAL AZUL,,,,
6524VR,BOLSA JUMBO KRAFT VERTICAL ROJO,,,,
6524VV,BOLSA JUMBO KRAFT VERTICAL VERDE,,,,
6525HN,BOLSA MINI KRAFT NATURAL HORIZONTAL,,,,
6525VN,BOLSA MINI KRAFT NATURAL VERTICAL,0,,,
6526HN,BOLSA CHICA KRAFT NATURAL HORIZONTAL,54,,,
6526VN,BOLSA CHICA KRAFT NATURAL VERTICAL,4,,,
6527HN,BOLSA MEDIANA KRAFT NATURAL HORIZONTAL,0,,,
6527VN,BOLSA MEDIANA KRAFT NATURAL VERTICAL,25,,,
6528HN,BOLSA GRANDE KRAFT NATURAL HORIZONTAL,,,,
6528VN,BOLSA GRANDE KRAFT NATURAL VERTICAL,0,,,
6529HN,BOLSA JUMBO KRAFT NATURAL HORIZONTAL,0,,,
6529VN,BOLSA JUMBO KRAFT NATURAL VERTICAL,0,,,
6530,BOLSA KRAFT PINTADA PARA BOTELLA,,,,
6531,BOLSA PARA BOTELLA  KRAFT NATURAL SIN OJILLO,,,,
6566,BOLSA ITALIANA CHICA Y BETZY COLOR,2,,,
6567,BOLSA ITALIANA MEDIANA Y BOUTIQUE COLOR,,,,
6568,BOLSA ITALIANA TOTE COLOR,,,,
6569,BOLSA ITALIANA GRANDE COLOR,,,,
6571,BOLSA ITALIANA TOWNER COLOR,,,,
6572,BOLSA ITALIANA PARA BOTELLA COLOR,,,,
6573,BOLSA PARA BOTELLA GOS T/O,,,,
6578,BOLSA PARA REGALO GOS MINI T/O,,,,
6579,BOLSA PARA REGALO GOS CHICA Y BETZY T/O,5,,,
6580,PAPEL CHINA IMPRESO,,,,
6581,BOLSA PARA REGALO GOS MEDIANA Y BOUTIQUE T/O,,,,
6582,BOLSA PARA REGALO GOS TOTE T/O,,,,
6583,BOLSA PARA REGALO GOS GRANDE T/O,1,,,
6584,BOLSA PARA REGALO GOS TOWNER T/O,,,,
6585,BOLSA PARA REGALO GOS CHICK CHICA T/O,,,,
6586,BOLSA PARA REGALO GOS CHICK MEDIANA T/O,,,,
6587,BOLSA PARA REGALO GOS CHICK GRANDE T/O,,,,
6588HC,BOLSA MINI BOND COLOR CLARO HORIZONTAL,,,,
6588HO,BOLSA MINI BOND COLOR OSCURO  HORIZONTAL,,,,
6588VC,BOLSA MINI BOND COLOR CLARO VERTICAL,,,,
6588VO,BOLSA MINI BOND COLOR OSCURO VERTICAL,,,,
6589HC,BOLSA CHICA BOND COLOR CLARO HORIZONTAL,,,,
6589HO,BOLSA CHICA BOND COLOR OSCURO HORIZONTAL,,,,
6589VC,BOLSA CHICA BOND COLOR CLARO VERTICAL,,,,
6589VO,BOLSA CHICA BOND COLOR OSCURO VERTICAL,,,,
6590HC,BOLSA MEDIANA BOND COLOR CLARO HORIZONTAL,,,,
6590HO,BOLSA MEDIANA BOND COLOR OSCURO HORIZONTAL,,,,
6590VC,BOLSA MEDIANA BOND COLOR CLARO VERTICAL,,,,
6590VO,BOLSA MEDIANA BOND COLOR OSCURO VERTICAL,,,,
6591HC,BOLSA GRANDE BOND COLOR CLARO HORIZONTAL,,,,
6591HO,BOLSA GRANDE BOND COLOR OSCURO HORIZONTAL,,,,
6591VC,BOLSA GRANDE BOND COLOR CLARO VERTICAL,,,,
6591VO,BOLSA GRANDE BOND COLOR OSCURO VERTICAL,,,,
6592HC,BOLSA JUMBO BOND COLOR CLARO HORIZONTAL,,,,
6592HO,BOLSA JUMBO BOND COLOR OSCURO HORIZONTAL,,,,
6592VC,BOLSA JUMBO BOND COLOR CLARO VERTICAL,,,,
6592VO,BOLSA JUMBO BOND COLOR OSCURO VERTICAL,,,,
6594HB,BOLSA MINI BOND HORIZONTAL BLANCA,,,,
6594VB,BOLSA MINI BOND VERTICAL BLANCA,,,,
6595HB,BOLSA CHICA BOND HORIZONTAL BLANCA,,,,
6595VB,BOLSA CHICA BOND VERTICAL BLANCA,,,,
6596HB,BOLSA MEDIANA BOND HORIZONTAL BLANCA,,,,
6596VB,BOLSA MEDIANA BOND VERTICAL BLANCA,,,,
6597HB,BOLSA GRANDE BOND HORIZONTAL BLANCA,,,,
6597VB,BOLSA GRANDE BOND VERTICAL BLANCA,,,,
6598HB,BOLSA JUMBO BOND HORIZONTAL BLANCA,,,,
6598VB,BOLSA JUMBO BOND VERTICAL BLANCA,,,,
6600,"BOLSA BOND MINI IMPRESA FESTEJO,NATURALEZA,EXPRESSIONS",,,,
6601,"BOLSA BOND CHICA IMPRESA FESTEJO,NATURALEZA,EXPRESSIONS",,,,
6602,"BOLSA BOND MEDIANA IMPRESA FESTEJO,NATURALEZA,EXPRESSIONS",,,,
6603,"BOLSA BOND GRANDE IMPRESA FESTEJO,NAURALEZA,EXPRESIONS",,,,
6604,"BOLSA BOND JUMBO IMPRESA FESTEJO,NATURALEZA,EXPRESSIONS",,,,
6612,BOLSA KRAFT NATURAL EXTRA JUMBO MED 39X20X33,,,,
6613,BOLSA PAPEL ESTRASA NO. 6 MEDIDA 15X9X31,0,,,
6614,BOLSA PAPEL ESTRASA NO. 10 MEDIDA 17X9X38,,,,
6615,BOLSA PAPEL ESTRASA NO.20 MEDIDA 20X10X47,99,,,
6617,BOLSA PAPEL ESTRASA # 12 MED 17X10X39,0,,,
6619,BOLSA PAPEL ESTRASA # 5,100,,,
6620,BOLSA ESTRASA DESPENSA 30.5X18X41CM,,,,
6901,PARASOL PANAMERICANOS,,,,
6902,CAJA DESPACHADOR UNIPECOS PANAMERICANOS,,,,
6903,LAPICERO PANAMERICANOS,,,,
6905,DIARIO GRANDE PANAMERICANOS,,,,
6906,DIARIO MINI PANAMERICANOS,,,,
6907,CACHUCHA PANAMERIANOS,,,,
6908,BOLSA GRANDE KRAFT PANAMRICANOS,,,,
6914,ALCANCIA DE BARRO PANAMERICANOS,,,,
8001,MINIESTAND XD-2 MED 80X40X84.5+95.5CM,,,,
8002,RACK XR-1 41X30X118+35,,,,
8003,RACK XR-2 51X30X118+35,,,,
8004,RACK XR-3 61X30X118+35,,,,
8005,RACK XR-4 41X40X118+35,,,,
