cod,desc,price,bu,line,class,type,sat_key,unit,color
6334,Caja ovalo med dec navideña corrug 28x17x21,25.6737,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6335,Caja ovalo gde dec navideña corrug 39x23x26,32.4974,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6336,Cofre grande dec navideño single 30x20x15,13.32318,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6350,Cilindro mediano pintado navideño santa claus ,43.55104,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6351,Cilindro grande pintado navideño santa claus ,50.05052,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6352,Cilindro jumbo pintado navideño santa claus ,63.69792,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6360,Casita dec navideña 17.5x14.5x11,24.37682,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6384,Cofre jumbo dec navideño corrugado 40x30x30,54.27292,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6385,Cofre med dec navideño single 13x8x11,7.79636,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6386,Cofre grande dec navideño corrugado 30x20x15,49.7263,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6387,Portaretrato dec navideño single 20x15,7.79636,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6408,Bolsa para botella kraft y satinada navideña ,17.22136,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6409,Papel de china impreso navideño ,4.54662,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6414,Bolsa satinada chica navideña ,7.79636,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6415,Bolsa satinada mediana navideña ,9.425,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6416,Bolsa satinada grande navideña ,13.32318,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6417,Bolsa satinada jumbo navideña ,17.22136,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6425,Papel couche navideño ,3.89818,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6426,Papel disney navideño ,4.54662,Diseños de Cartón,exhibidores,de línea,exhibidor,14111600,Pieza,blanco
6429,Papel holograma ,4.87838,Diseños de Cartón,exhibidores,de línea,exhibidor,14111600,Pieza,blanco
6430,Papel gofrado ,3.24974,Diseños de Cartón,exhibidores,de línea,exhibidor,14111600,Pieza,blanco
6431,Caja vizcaino navidad 33x23.5x7.5,18.20156,Diseños de Cartón,exhibidores,de línea,exhibidor,14111600,Pieza,blanco
6433,Dulcera casita navideña ,4.87838,Diseños de Cartón,exhibidores,de línea,exhibidor,14111600,Pieza,blanco
6435,Cubo contraencolado 30x30 copos 30x30,46.80078,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6438,Moño mini metalico ,1.29688,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6439,Er 11 especial renos ,11.05364,Diseños de Cartón,exhibidores,de línea,exhibidor,14111600,Pieza,blanco
6440,Er 06 navideña 25.5x20x6.5,10.72188,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6441,Er 13 navideña 36x22.5x5.5,11.70208,Diseños de Cartón,exhibidores,de línea,exhibidor,14111600,Pieza,blanco
6442,Caja happy day navidad ,11.70208,Diseños de Cartón,exhibidores,de línea,exhibidor,14111600,Pieza,blanco
6443,Caja multiusos navideña 27x14.5x20.5,13.97162,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6444,Lonchera mini navidad 14x11x10,6.8237,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6445,"Lonchera mediana renos,dulce y santa 17x11.5x13",6.8237,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6448,Dulcera med. Navideña 16x10x9.5,5.52682,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6449,"Dulcera bota, pino y baston 8.7x5x13.7",4.2224,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6450,Moño med. Decorado navideño ,9.10078,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6451,Moño gde. Decorado navideño ,11.70208,Diseños de Cartón,exhibidores,de línea,exhibidor,14111600,Pieza,blanco
6452,Almohada ho ho ho gde navideña 31.5x22.5x6,6.8237,Diseños de Cartón,exhibidores,de línea,exhibidor,14111600,Pieza,blanco
6454,Peluchera mediana caple navideña 20x13x28,13.32318,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6455,Peluchera mediana reno navideña 20x13x28,13.32318,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6456,Caja tipo vizcaino reno 34x24.5x8,16.57292,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6457,Caja 13 oh chrisma tree 30x23x5.5,12.99896,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,kraft
6458,Caja tipo bolsa con asa  32x26x7.5,14.6276,Comercializadora de Cartón y Diseño,exhibidores,de línea,exhibidor,24112500,Pieza,kraft
6459, Cubo esferas 15x15x15,7.14792,Comercializadora de Cartón y Diseño,exhibidores,de línea,exhibidor,24112500,Pieza,kraft
6460,Caja tipo almohada santa 26.5x23x6,8.45234,Comercializadora de Cartón y Diseño,exhibidores,de línea,exhibidor,24112500,Pieza,kraft
6461,Alcancia reno  ,7.47214,Comercializadora de Cartón y Diseño,exhibidores,de línea,exhibidor,24112500,Pieza,kraft
6462,Alcancia santa ,7.47214,Comercializadora de Cartón y Diseño,exhibidores,de línea,exhibidor,24112500,Pieza,kraft
6463,Lonchera mediana renos feliz navidad ,6.8237,Comercializadora de Cartón y Diseño,exhibidores,de línea,exhibidor,24112500,Pieza,kraft
6464,Casita kraft navideña ,14.6276,Comercializadora de Cartón y Diseño,exhibidores,de línea,exhibidor,24112500,Pieza,kraft
6474,Cubo 30x30 merry chrismas ,25.02526,Comercializadora de Cartón y Diseño,exhibidores,de línea,exhibidor,24112500,Pieza,kraft
6475,Cubo surprice navideño ,14.30338,Comercializadora de Cartón y Diseño,exhibidores,de línea,exhibidor,24112500,Pieza,kraft
6482,Lonchera copos de nieve ,4.87838,Comercializadora de Cartón y Diseño,exhibidores,de línea,exhibidor,24112500,Pieza,kraft
6486,Lonchera extra mini santa navideña ,4.54662,Comercializadora de Cartón y Diseño,exhibidores,de línea,exhibidor,24112500,Pieza,kraft
6487,Caja palomitas navideña grande ,17.87734,Comercializadora de Cartón y Diseño,exhibidores,de línea,exhibidor,24112500,Pieza,kraft
6488,Caja palomitas navideña mediana ,12.67474,Comercializadora de Cartón y Diseño,exhibidores,de línea,exhibidor,24112500,Pieza,kraft
6489,Caja palomitas navideña chica ,7.47214,Comercializadora de Cartón y Diseño,exhibidores,de línea,exhibidor,24112500,Pieza,kraft
6490,Bolsa europa arbol navidad mediana ,17.87734,Comercializadora de Cartón y Diseño,exhibidores,de línea,exhibidor,24112500,Pieza,kraft
6491,Bolsa europa navideña chica ,9.10078,Comercializadora de Cartón y Diseño,exhibidores,de línea,exhibidor,24112500,Pieza,kraft
6494,Dulcero renos ,6.49948,Comercializadora de Cartón y Diseño,exhibidores,de línea,exhibidor,24121500,Pieza,kraft
6495,Caja muñeca grande santa ,13.32318,Comercializadora de Cartón y Diseño,exhibidores,de línea,exhibidor,24121500,Pieza,kraft
6496,Dulcera especial esferas y reno ,16.2487,Comercializadora de Cartón y Diseño,exhibidores,de línea,exhibidor,24112500,Pieza,kraft
6497,Lonchera eco navideña ,15.27604,Comercializadora de Cartón y Diseño,exhibidores,de línea,exhibidor,24112500,Pieza,kraft
6498,Peluchera grande jengibre ,28.92344,Comercializadora de Cartón y Diseño,exhibidores,de línea,exhibidor,24112500,Pieza,kraft
6499,Lonchera grande reno y esfera  ,10.07344,Comercializadora de Cartón y Diseño,exhibidores,de línea,exhibidor,24112500,Pieza,kraft
6501,Bolsa satinada mini  ,3.57396,Comercializadora de Cartón y Diseño,exhibidores,de línea,exhibidor,24112500,Pieza,kraft
6502,Bolsa satinada chica    ,4.2224,Comercializadora de Cartón y Diseño,exhibidores,de línea,exhibidor,24112500,Pieza,kraft
6503,Bolsa satinada mediana  ,6.49948,Comercializadora de Cartón y Diseño,exhibidores,de línea,exhibidor,24112500,Pieza,kraft
6504,Bolsa satinada grande  ,7.47214,Comercializadora de Cartón y Diseño,exhibidores,de línea,exhibidor,24121500,Pieza,kraft
6505,Bolsa satinada jumbo  ,14.30338,Comercializadora de Cartón y Diseño,exhibidores,de línea,exhibidor,24121500,Pieza,kraft
6520,Bolsa kraft color hor y ver mini ,6.49948,Comercializadora de Cartón y Diseño,exhibidores,de línea,exhibidor,24121500,Pieza,kraft
6521,Bolsa kraft color hor y ver chica ,7.47214,Comercializadora de Cartón y Diseño,exhibidores,de línea,exhibidor,24121500,Pieza,kraft
6522,Bolsa kraft color hor y ver mediana ,9.10078,Comercializadora de Cartón y Diseño,exhibidores,de línea,exhibidor,24121500,Pieza,kraft
6523,Bolsa kraft color hor y ver grande  ,10.07344,Comercializadora de Cartón y Diseño,exhibidores,de línea,exhibidor,24121500,Pieza,kraft
6524,Bolsa kraft color hor y ver jumbo ,12.99896,Comercializadora de Cartón y Diseño,exhibidores,de línea,exhibidor,24121500,Pieza,kraft
6525,Bolsa kraft natural hor y ver mini ,4.87838,Comercializadora de Cartón y Diseño,exhibidores,de línea,exhibidor,24121500,Pieza,kraft
6526,Bolsa kraft natural hor y ver chica ,6.17526,Comercializadora de Cartón y Diseño,exhibidores,de línea,exhibidor,24121500,Pieza,kraft
6527,Bolsa kraft natural hor y ver mediana ,7.47214,Comercializadora de Cartón y Diseño,exhibidores,de línea,exhibidor,24121500,Pieza,kraft
6528,Bolsa kraft natural hor y ver grande ,8.45234,Comercializadora de Cartón y Diseño,exhibidores,de línea,exhibidor,24121500,Pieza,kraft
6529,Bolsa kraft natural hor y ver jumbo ,10.39766,Comercializadora de Cartón y Diseño,exhibidores,de línea,exhibidor,24121500,Pieza,kraft
6530,Bolsa para botella  kraft pintada ,7.14792,Comercializadora de Cartón y Diseño,exhibidores,de línea,exhibidor,24121500,Pieza,kraft
6531,Bolsa para botella  kraft natural sin ojillo ,5.85104,Comercializadora de Cartón y Diseño,exhibidores,de línea,exhibidor,24121500,Pieza,kraft
6594,Bolsa bond mini horizontal y vertical blanca  ,3.24974,Comercializadora de Cartón y Diseño,exhibidores,de línea,exhibidor,24121500,Pieza,kraft
6595,Bolsa bond chica horizontal y vertical blanca  ,3.89818,Comercializadora de Cartón y Diseño,exhibidores,de línea,exhibidor,24121500,Pieza,kraft
6596,Bolsa bond mediana horizontal y vertical blanca  ,4.87838,Comercializadora de Cartón y Diseño,exhibidores,de línea,exhibidor,24121500,Pieza,kraft
6597,Bolsa bond grande horizontal y vertical blanca ,5.52682,Comercializadora de Cartón y Diseño,exhibidores,de línea,exhibidor,24121500,Pieza,kraft
6598,Bolsa bond jumbo horizontal y vertical blanca ,7.14792,Comercializadora de Cartón y Diseño,exhibidores,de línea,exhibidor,24121500,Pieza,kraft
6613,Bolsa de estrasa #   6 14.5x9.5x31.5,0.64844,Comercializadora de Cartón y Diseño,exhibidores,de línea,exhibidor,24121500,Pieza,kraft
6614,Bolsa de estrasa # 10 16.5x9x38,1.29688,Comercializadora de Cartón y Diseño,exhibidores,de línea,exhibidor,24121500,Pieza,kraft
6615,Bolsa de estrasa # 20 20x10.5x47,1.62864,Comercializadora de Cartón y Diseño,exhibidores,de línea,exhibidor,24121500,Pieza,kraft
6620,Bolsa estrasa despensa 30.5x18x41,3.89818,Comercializadora de Cartón y Diseño,exhibidores,de línea,exhibidor,24121500,Pieza,kraft
